serial_number,name_of_facility,type_of_facility_select_one_of_phc_secondary_tertiary_pfp_fbo,presumptive_classification_presumptive_ds_tb,presumptive_classification_presumptive_dr_tb,presumptive_examined_for_diagnosis,presumptive_examinations_xpert,presumptive_examinations_afb,presumptive_examinations_tb_lamp_lf_lam_and_others,presumptive_examinations_screened_with_x_ray,presumptive_bacteriologically_positive_xpert_positive,presumptive_bacteriologically_positive_smear_positive,presumptive_bacteriologically_positive_tb_lamp_lf_lam_positive,presumptive_chest_x_ray_suggestive,presumptive_total_diagnosed,presumptive_rifampicin_resistant_cases,presumptive_previously_known_hiv_status_positive,presumptive_previously_known_hiv_status_negative,presumptive_hiv_status_positive,presumptive_hiv_status_negative,presumptive_hiv_status_unknown,presumptive_no_of_presumptive_that_are_hc_ws,presumptive_referred_from_the_community,presumptive_referred_from_ppm,confirmed_pulmonary_tb_cases_new,confirmed_pulmonary_tb_cases_relapse,confirmed_pulmonary_tb_cases_tx_history_unknown,confirmed_pulmonary_tb_cases_all_other_retreatment_tb_cases,confirmed_eptb_cases_new,confirmed_eptb_cases_relapse,confirmed_eptb_cases_tx_history_unknown,confirmed_eptb_cases_all_other_retreatment_tb_cases,total_tb_cases,previously_known_hiv_status_positive,previously_known_hiv_status_negative,previously_unknown_hiv_status_tested_for_hiv_positive,previously_unknown_hiv_status_tested_for_hiv_negative,previously_unknown_hiv_status_not_tested,bacteriologically_diagnosed_xpert_positive,bacteriologically_diagnosed_smear_positive,bacteriologically_diagnosed_tb_lamp_positive,bacteriologically_diagnosed_lf_lam_positive,clinically_diagnosed_x_ray_other_clinical_diagnosis,no_of_health_care_workers_diagnosed_with_tb,community_activity_referred_from_the_community,community_activity_managed_by_treatment_supporter,quarter,lga,year,presumptive_bacteriologically_positive_truenat_positive,presumptive_examinations_truenat,bacteriologically_diagnosed_truenat_positive,presumptive_no_of_presumptive_that_are_positive_for_covid_19,presumptive_no_of_presumptive_that_are_tested_for_covid_19,presumptive_other_clinical_diagnosis,no_of_tb_patients_with_covid_19_infection,facility,zones,states,lgas,lat,lon
25,HC SALMANDUNA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
26,HC SALMANDUNA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
27,HC SALMANDUNA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2021,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
28,HC SALMANDUNA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Zaria,2021,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
29,HC SALMANDUNA,PHC,51,0,51,51,0,0,0,6,0,0,0,6,0,0,51,0,0,0,0,51,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,6,6,1,Zaria,2022,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
30,HC SALMANDUNA,PHC,80,0,80,60,7,0,13,6,1,0,3,10,0,0,80,0,0,0,0,80,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,6,1,0,0,3,0,10,10,2,Zaria,2022,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
31,HC SALMANDUNA,PHC,96,0,96,96,0,0,0,10,0,0,0,10,0,0,96,0,0,0,0,96,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,10,3,Zaria,2022,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
32,HC SALMANDUNA,PHC,66,0,66,46,0,0,20,5,0,0,6,11,0,0,66,0,0,0,0,66,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,5,0,0,0,6,0,11,11,4,Zaria,2022,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
33,HC SALMANDUNA,PHC,134,0,130,90,20,0,20,4,2,0,2,8,0,0,0,0,134,0,0,130,0,8,0,0,0,0,0,0,0,8,0,0,0,8,0,4,2,0,0,2,0,8,8,1,Zaria,2023,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
34,HC SALMANDUNA,PHC,183,0,183,109,38,0,36,7,6,0,6,19,0,0,0,0,183,0,0,183,0,19,0,0,0,0,0,0,0,19,0,0,0,19,0,7,6,0,0,6,0,19,19,2,Zaria,2023,0,0,0,0,0,0,0,Hcsalmanduna,NWZ,Kaduna,Zaria,11.0851924,7.7272125
35,HC TUDUN JUKUN,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
36,HC TUDUN JUKUN,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
37,HC TUDUN JUKUN,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2021,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
38,HC TUDUN JUKUN,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Zaria,2021,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
39,HC TUDUN JUKUN,PHC,40,0,40,40,0,0,0,4,0,0,0,4,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2022,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
40,HC TUDUN JUKUN,PHC,40,0,40,40,0,0,0,6,0,0,0,6,0,0,40,0,0,0,0,40,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,6,6,2,Zaria,2022,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
41,HC TUDUN JUKUN,PHC,71,0,71,50,20,0,1,5,2,0,1,8,0,0,71,0,0,0,0,71,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,5,2,0,0,1,0,8,8,3,Zaria,2022,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
42,HC TUDUN JUKUN,PHC,60,0,60,37,13,0,10,4,2,0,3,9,0,0,60,0,0,0,0,60,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,4,2,0,0,3,0,9,9,4,Zaria,2022,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
43,HC TUDUN JUKUN,PHC,107,0,107,77,23,0,7,6,3,0,2,11,0,0,0,0,107,0,0,107,0,11,0,0,0,0,0,0,0,11,0,0,0,11,0,6,3,0,0,2,0,11,11,1,Zaria,2023,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
44,HC TUDUN JUKUN,PHC,130,0,130,79,41,0,10,6,7,0,2,15,0,0,0,0,130,0,0,130,0,15,0,0,0,0,0,0,0,15,0,0,0,15,0,6,7,0,0,2,0,15,15,2,Zaria,2023,0,0,0,0,0,0,0,Hctudunjukun,,,,11.09661,7.70363
45,HGSGH,SECONDARY,404,0,404,15,0,0,0,15,0,0,0,15,0,0,0,0,0,404,0,300,0,15,0,0,0,0,0,0,0,15,0,0,4,11,0,15,0,0,0,0,0,2,15,1,Zaria,2021,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
46,HGSGH,SECONDARY,521,0,521,521,0,0,5,22,0,0,5,27,0,0,0,3,518,0,0,221,0,23,0,0,0,4,0,0,0,27,0,0,3,24,0,22,0,0,0,5,0,20,27,2,Zaria,2021,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
47,HGSGH,SECONDARY,258,0,258,258,0,0,4,14,0,0,4,18,0,0,0,1,257,0,0,200,0,18,0,0,0,0,0,0,0,18,0,0,1,17,0,14,0,0,0,4,0,13,18,3,Zaria,2021,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
48,HGSGH,SECONDARY,297,0,297,270,0,0,27,12,0,0,1,13,0,0,0,2,295,0,0,230,0,13,0,0,0,0,0,0,0,13,0,0,2,11,0,12,0,0,0,1,0,6,12,4,Zaria,2021,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
1,HGSGH,SECONDARY,201,0,201,171,10,0,21,12,2,0,3,17,0,1,200,0,0,0,0,80,0,17,0,0,0,0,0,0,0,17,1,16,0,0,0,12,2,0,0,3,0,8,17,1,Zaria,2022,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
2,HGSGH,SECONDARY,110,0,110,94,0,0,16,7,0,0,5,12,0,0,110,0,0,0,0,100,0,12,0,0,0,0,0,0,0,12,0,12,0,0,0,7,0,0,0,5,0,4,12,2,Zaria,2022,0,0,0,0,15,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
3,HGSGH,SECONDARY,140,0,140,130,0,0,10,12,0,0,4,16,0,5,135,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,5,11,0,0,0,12,0,0,0,4,0,0,16,3,Zaria,2022,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
4,HGSGH,SECONDARY,156,0,156,126,0,15,15,8,0,0,4,12,0,2,154,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,2,10,0,0,0,8,0,0,0,4,0,0,12,4,Zaria,2022,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
5,HGSGH,SECONDARY,111,0,111,98,0,0,13,12,0,0,11,23,0,0,0,0,111,0,0,101,0,23,0,0,0,0,0,0,0,23,0,0,0,23,0,12,0,0,0,11,0,0,23,1,Zaria,2023,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
6,HGSGH,SECONDARY,108,0,108,95,0,0,13,10,0,0,3,13,0,0,0,0,108,0,0,0,13,13,0,0,0,0,0,0,0,13,0,0,0,13,0,10,0,0,0,3,0,0,13,2,Zaria,2023,0,0,0,0,0,0,0,Hgsgh,NWZ,Kaduna,Kaura,11.0403984,7.6978995
7,JAKARA,PHC,61,0,61,14,0,0,0,14,0,0,0,14,0,0,0,0,0,61,0,12,0,14,0,0,0,0,0,0,0,14,0,0,0,14,0,14,0,0,0,0,0,12,14,1,Zaria,2021,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
8,JAKARA,PHC,186,0,186,186,0,0,0,29,0,0,0,29,0,0,0,0,186,0,0,171,0,29,0,0,0,0,0,0,0,29,0,0,0,29,0,29,0,0,0,0,0,29,29,2,Zaria,2021,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
9,JAKARA,PHC,121,0,121,121,0,0,0,25,0,0,0,25,0,0,0,0,121,0,0,108,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,25,0,0,0,0,0,25,25,3,Zaria,2021,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
10,JAKARA,PHC,210,0,210,210,0,0,0,26,0,0,0,26,0,0,0,0,210,0,0,210,0,26,0,0,0,0,0,0,0,26,0,0,0,26,0,26,0,0,0,0,0,26,26,4,Zaria,2021,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
11,JAKARA,PHC,196,0,196,170,8,0,18,22,4,0,5,31,0,0,196,0,0,0,0,196,0,29,0,0,0,0,0,0,0,29,0,29,0,0,0,20,4,0,0,5,0,29,29,1,Zaria,2022,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
12,JAKARA,PHC,190,0,190,180,10,0,0,25,5,0,0,30,0,0,190,0,0,0,0,190,0,30,0,0,0,0,0,0,0,30,0,30,0,0,0,25,5,0,0,0,0,20,30,2,Zaria,2022,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
13,JAKARA,PHC,183,0,183,121,21,0,41,18,2,0,3,23,0,0,183,0,0,0,0,183,0,23,0,0,0,0,0,0,0,23,0,23,0,0,0,18,2,0,0,3,0,23,23,3,Zaria,2022,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
14,JAKARA,PHC,145,0,145,120,0,0,25,19,0,0,9,28,0,0,145,0,0,0,0,145,0,28,0,0,0,0,0,0,0,28,0,28,0,0,0,19,0,0,0,9,0,28,28,4,Zaria,2022,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
15,JAKARA,PHC,154,0,154,86,48,0,20,31,5,0,7,43,0,0,0,0,154,0,0,150,0,43,0,0,0,0,0,0,0,43,0,0,0,43,0,31,5,0,0,7,0,43,43,1,Zaria,2023,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
16,JAKARA,PHC,250,0,250,139,88,0,23,14,2,0,10,26,0,0,0,0,250,0,0,220,0,26,0,0,0,0,0,0,0,26,0,0,0,26,0,14,2,0,0,10,0,23,26,2,Zaria,2023,0,0,0,0,0,0,0,Jakara,,,,11.04883,7.69747
17,JAMAATU,PFP,41,0,41,2,0,0,0,2,0,0,0,2,0,0,0,0,0,41,0,0,41,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,1,Zaria,2021,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
18,JAMAATU,PFP,74,0,74,74,0,0,0,9,0,0,0,9,0,0,0,0,74,0,0,0,36,9,0,0,0,0,0,0,0,9,0,0,0,9,0,9,0,0,0,0,0,0,9,2,Zaria,2021,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
19,JAMAATU,PFP,68,0,68,68,0,0,0,8,0,0,0,8,0,0,0,0,68,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,0,8,3,Zaria,2021,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
20,JAMAATU,PFP,82,0,82,82,0,0,0,8,0,0,0,8,0,0,0,0,82,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,0,8,4,Zaria,2021,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
21,JAMAATU,PFP,81,0,81,81,0,0,0,8,0,0,0,8,0,0,81,0,0,0,0,0,81,8,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,0,0,0,0,0,8,1,Zaria,2022,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
22,JAMAATU,PFP,95,0,95,91,0,0,1,9,0,0,1,10,0,0,95,0,0,0,0,90,10,10,0,0,0,0,0,0,0,10,0,10,0,0,0,9,0,0,0,1,0,0,10,2,Zaria,2022,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
23,JAMAATU,PFP,101,0,101,101,0,0,0,12,0,0,0,12,0,0,101,0,0,0,0,98,12,12,0,0,0,0,0,0,0,12,0,12,0,0,0,12,0,0,0,0,0,0,12,3,Zaria,2022,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
24,JAMAATU,PFP,152,0,152,143,0,0,9,11,0,0,3,14,0,0,152,0,0,0,0,0,14,14,0,0,0,0,0,0,0,14,0,14,0,0,0,11,0,0,0,3,0,0,14,4,Zaria,2022,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
25,JAMAATU,PFP,100,0,90,90,0,0,0,10,0,0,0,10,0,0,0,0,100,0,0,100,10,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,10,1,Zaria,2023,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
26,JAMAATU,PFP,180,0,180,140,40,0,0,13,6,0,0,19,0,0,0,0,180,0,0,0,180,19,0,0,0,0,0,0,0,19,0,0,0,19,0,13,6,0,0,0,0,0,19,2,Zaria,2023,0,0,0,0,0,0,0,Jamaatu,NWZ,Kaduna,Jemaa,11.0642593,7.7146384
27,K GALADIMA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
28,K GALADIMA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
29,K GALADIMA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2021,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
30,K GALADIMA,PHC,18,0,18,18,0,0,0,2,0,0,0,2,0,0,0,0,18,0,0,18,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,4,Zaria,2021,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
31,K GALADIMA,PHC,66,0,66,66,0,0,0,6,0,0,0,6,0,0,66,0,0,0,0,66,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,2,1,Zaria,2022,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
32,K GALADIMA,PHC,45,0,45,45,0,0,0,6,0,0,0,6,0,0,45,0,0,0,0,45,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,6,6,2,Zaria,2022,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
33,K GALADIMA,PHC,90,0,90,50,20,0,20,4,2,0,4,10,0,0,90,0,0,0,0,90,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,4,2,0,0,4,0,10,10,3,Zaria,2022,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
34,K GALADIMA,PHC,73,0,73,41,18,0,14,6,3,0,2,11,0,0,73,0,0,0,0,63,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,6,3,0,0,2,0,11,11,4,Zaria,2022,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
35,K GALADIMA,PHC,40,0,39,35,4,0,0,4,0,0,0,4,0,0,0,0,40,0,0,40,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,4,4,1,Zaria,2023,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
36,K GALADIMA,PHC,120,0,120,70,30,0,0,10,4,0,2,16,0,0,0,0,120,0,0,120,0,16,0,0,0,0,0,0,0,16,0,0,0,16,0,10,4,0,0,2,0,16,16,2,Zaria,2023,0,0,0,0,0,0,0,Kgaladima,NWZ,Kaduna,Igabi,11.089034,7.7050766
37,K/KUYALBANA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zaria,2021,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
38,K/KUYALBANA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
39,K/KUYALBANA,PHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Zaria,2021,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
40,K/KUYALBANA,PHC,36,0,36,36,0,0,0,3,0,0,0,3,0,0,0,0,36,0,0,36,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,4,Zaria,2021,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
41,K/KUYALBANA,PHC,23,0,23,23,0,0,0,4,0,0,0,4,0,0,23,0,0,0,0,23,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,4,1,Zaria,2022,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
42,K/KUYALBANA,PHC,50,0,50,50,0,0,0,7,0,0,0,7,0,0,50,0,0,0,0,50,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,7,7,2,Zaria,2022,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
43,K/KUYALBANA,PHC,75,0,75,50,20,0,5,3,2,0,2,7,0,0,75,0,0,0,0,75,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,3,2,0,0,2,0,7,7,3,Zaria,2022,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
44,K/KUYALBANA,PHC,69,0,69,41,15,0,13,7,3,0,1,11,0,0,69,0,0,0,0,69,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,7,3,0,0,1,0,11,11,4,Zaria,2022,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
45,K/KUYALBANA,PHC,145,0,145,125,0,0,20,9,0,0,9,18,0,0,0,0,145,0,0,140,0,18,0,0,0,0,0,0,0,18,0,0,0,18,0,9,0,0,0,9,0,9,9,1,Zaria,2023,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
46,K/KUYALBANA,PHC,98,0,98,39,30,0,29,7,2,0,2,11,0,0,0,0,98,0,0,90,0,11,0,0,0,0,0,0,0,11,0,0,0,11,0,7,2,0,0,2,0,11,11,2,Zaria,2023,0,0,0,0,0,0,0,Kkuyalbana,,,,11.05172,7.68912
47,KANFAGE,PFP,32,0,32,0,0,0,1,0,0,0,1,1,0,0,0,0,0,32,0,0,32,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,Zaria,2021,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
48,KANFAGE,PFP,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2021,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
1,KANFAGE,PFP,42,0,42,42,0,0,2,2,0,0,2,4,0,0,0,0,42,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,4,0,2,0,0,0,2,0,4,4,3,Zaria,2021,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
2,KANFAGE,PFP,25,0,25,0,16,0,9,0,2,0,1,3,0,0,0,0,25,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,1,0,0,3,4,Zaria,2021,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
3,KANFAGE,PFP,13,0,13,13,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,13,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,Zaria,2022,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
4,KANFAGE,PFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Zaria,2022,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
5,KANFAGE,PFP,20,0,20,10,10,0,0,0,1,0,0,1,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Zaria,2022,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
6,KANFAGE,PFP,29,0,29,10,12,0,7,1,2,0,1,4,0,0,29,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,0,0,0,1,2,0,0,1,0,0,4,4,Zaria,2022,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
7,KANFAGE,PFP,40,0,40,30,10,0,0,3,1,0,0,4,0,0,0,0,40,0,0,40,4,4,0,0,0,0,0,0,0,4,0,0,0,4,0,3,1,0,0,0,0,0,4,1,Zaria,2023,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
8,KANFAGE,PFP,72,0,72,10,42,0,20,1,3,0,6,10,0,0,0,0,72,0,0,0,72,10,0,0,0,0,0,0,0,10,0,0,0,10,0,1,3,0,0,6,0,0,10,2,Zaria,2023,0,0,0,0,0,0,0,Kanfage,NWZ,Kaduna,Kaduna south,11.0849705,7.7272194
9,KAURAN WALI,PFP,93,0,93,5,0,0,0,5,0,0,0,5,0,0,0,0,0,93,0,0,93,5,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,5,1,Zaria,2021,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
10,KAURAN WALI,PFP,91,0,91,91,0,0,0,3,0,0,0,3,0,0,0,0,91,0,0,0,56,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,2,Zaria,2021,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
11,KAURAN WALI,PFP,86,0,86,86,0,0,0,10,0,0,0,10,0,0,0,0,86,0,0,0,10,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,10,3,Zaria,2021,0,0,0,0,0,0,0,Kauranwali,NWZ,Kaduna,Kaduna north,11.0852104,7.7271609
